0	137.9504
3.425786027	138.328
6.851572064	138.8452
10.2773581	139.37
13.70314413	139.8129
17.12893017	139.9909
20.5547162	140.0078
23.98050223	140.0472
27.40628827	140.1202
30.83207429	140.2269
34.25786033	140.3558
37.68364636	140.5166
41.1094324	140.6951
44.53521843	140.8852
47.96100446	141.0832
51.38679049	141.2762
54.81257653	141.4456
58.23836256	141.5775
61.6641486	141.6612
65.08993463	141.6941
68.51572066	141.6578
71.94150669	141.5736
75.36729273	141.4455
78.79307876	141.2657
82.21886479	141.0542
85.64465083	140.8118
89.07043686	140.5676
92.49622289	140.3368
95.92200892	140.1569
99.34779496	140.0451
102.773581	140.0056
106.199367	139.9998
109.6251531	139.9546
113.0509391	139.6569
116.4767251	139.1655
119.9025112	138.5668
123.3282972	137.9969
126.7540832	137.5508
130.1798693	137.3049
133.6056553	137.1418
137.0314413	137.0492
140.4572274	137.0506
143.8830134	137.1503
147.3087994	137.4246
150.7345855	137.8958
154.1603715	138.5732
157.5861575	139.2758
161.0119436	139.8415
164.4377296	140.0782
167.8635156	140.1271
171.2893016	140.1137
174.7150877	140.0542
178.1408737	140.0012
181.5666598	139.9977
184.9924458	139.9998
188.4182318	140
191.8440179	140
195.2698039	140
198.6955899	140
202.121376	140
205.547162	140
208.972948	139.9999
212.3987341	139.9998
215.8245201	140.0101
219.2503061	140.0438
222.6760921	140.0973
226.1018782	140.158
229.5276642	140.1982
232.9534502	140.18
236.3792363	140.0685
239.8050223	139.864
243.2308083	139.6041
246.6565944	139.3874
250.0823804	139.392
253.5081664	139.5594
256.9339525	139.8283
260.3597385	140.0734
263.7855245	140.2678
267.2113106	140.4479
270.6370966	140.5428
274.0628826	140.6055
277.4886687	140.6175
280.9144547	140.5868
284.3402407	140.5447
287.7660268	140.4874
291.1918128	140.4274
294.6175988	140.3625
298.0433849	140.2878
301.4691709	140.2024
304.8949569	140.1106
308.320743	140.0313
311.746529	140.0096
315.172315	140.0479
318.5981011	139.9545
322.0238871	139.5923
325.4496731	138.8414
328.8754592	138.1204
332.3012452	138.1484
335.7270312	138.7754
339.1528173	139.5895
342.5786033	140.3123
346.0043893	140.9901
349.4301754	141.5985
352.8559614	142.1271
356.2817474	142.4756
359.7075335	142.5524
363.1333195	142.6117
366.5591055	142.7001
369.9848916	142.8081
373.4106776	142.9213
376.8364636	143.0445
380.2622497	143.1725
383.6880357	143.3156
387.1138217	143.474
390.5396078	143.6499
393.9653938	143.8506
397.3911798	144.0596
400.8169659	144.2774
404.2427519	144.4922
407.6685379	144.6896
411.094324	144.8473
414.52011	144.9528
417.945896	144.9993
421.3716821	144.9979
424.7974681	144.998
428.2232541	144.9977
431.6490402	145.0007
435.0748262	145.0462
438.5006122	145.2896
441.9263983	145.5587
445.3521843	145.8103
448.7779703	146.0033
452.2037564	146.173
455.6295424	146.3752
459.0553284	146.6328
462.4811145	146.9322
465.9069005	147.2408
469.3326865	147.4766
472.7584726	147.5349
476.1842586	147.5135
